4179544424,  615236124, 4165290828, 3119652344, 1623863471,  605280572, 1209526912, 2753559756, 
1398721121,  776305894, 2682849101,  995603468,  272094241, 3770455004,  514825840, 1235731124, 
2736247650, 1263887309, 2918393348, 2272249877,  266106667, 1421469273, 3256007838,  449617425, 
2842817945, 2581730281, 3943950104, 3117999353, 1732360480, 1176415705, 1420558369, 1802771599, 
3150961708, 1783561335,  272049591,  951614618,  232701694, 3394208188,   18097017, 2027525011, 
 138319799, 2669846567,   43816761,   49663960, 3516449526,   34638326, 1650616339, 2585295471, 
1440857754, 3824972484, 2916892989, 2689519882, 2199494023, 3925203423, 2261236746, 1643406040, 
3898528773, 1420917712, 3866273527, 3207778984, 1817228439,  393267499, 3859700005, 4201313101, 
2706040809, 3110603385, 2549321717, 3087181970, 3126627899, 3155120558,  947559721,  875815356, 
3070905838, 2551315758, 2346138389, 2072323436,  444325613, 2280583714, 3381652338, 3947243922, 
2226703227, 3578293845, 2348807056, 1656260777,   61027523, 2239156779,  769098448,  327873336, 
1907784133, 3407671880, 1638710261, 2698649654, 3675059254, 3116733245,  917429646,  434909659, 
3108939782, 2311783990, 1155448068, 1087705622, 3476571074, 1783782943,  855872297, 1234386624, 
3506497387, 1406039206,  614841790, 1909791124,  419638653,  808168317, 1687105730, 1089830115, 
2354109231,  548522986,  280158986,  510869993, 3382145345, 2573399741, 2704973600, 3069270316, 
 546426952, 4256881389, 3536606356, 1568319821,  365570830,  113643365, 1710225514, 3195434826, 
3447373410,  288794446, 3974145617, 1089337673, 3486697136, 2037991625,  673613316, 3405051864, 
2395466102, 3848549693, 2194437504, 1430009653, 3119471057,  590526013, 3886141660,  807123800, 
3575521696, 4272943558, 2832740403,  626233423,  212460003, 1145529189, 1379632534,  141700270, 
2793306089, 2624574444, 2133339313, 2145836301, 2285612457,  334442962, 1984441864, 3110906124, 
4002749909, 3250611553, 2240174384, 2551869132, 3470496353, 1447977771,  759159232,  133702991, 
 378036416, 3357394446, 2769700966, 1101440798, 1905486595, 2242930600, 4258061764, 1120015008, 
 337277123, 1425238041,  518505999, 2640623388, 4180051931, 1576772508,  129634050,  341826509, 
1147205439, 3436805590, 1192189316, 2447589270, 3055536938,   52528500, 4076553789, 2373364290, 
1012122745, 3608560498, 3633987807, 3740989684, 3568208962, 1982954693, 1476352818, 4081560450, 
3466064910, 2108132720, 2193106127, 1712997292,  597425142, 2493117433, 2754885242, 1901726176, 
3465660398, 2519193879, 1508006009, 2607626519, 3981607556, 2477195053, 2085111990, 3483204677, 
2820538742, 1222910985, 3327128367, 3418378860,  119088501, 2718423182, 3111913025, 1673132053, 
1272538162,  233428831,  855894051, 4173707652, 4271457975, 3313737971, 1913020820, 3592298381, 
1023783643, 2678186386, 3864256180, 2150347630, 1200596575, 1078979908, 3204376189, 2723079899, 
3730652037, 1666858339, 2069512245, 2380487202,   22418659, 2781753970, 2871751201, 2643767332, 
2919923644,  302138097, 1796081714, 1211613084,  297561634, 3389101711, 2661946512, 1726956146, 
3763484700, 2317133365, 2445859871,   28904031, 2089564728, 3537442497, 3863435010, 4129871733, 
 286210591, 2818163266, 1527183760, 1951956000, 2821939358, 3287847030, 1288214528, 2505891174, 
3749933388, 3817622153, 3666583075, 1130776192, 1616070247, 1491233771, 1068726256,  794618983, 
 521286916, 2040378710, 3445176873,  984172415,  334800711, 4141876429, 2643494279,  827213534, 
3461793542, 1882416044, 3611644274, 2847707199, 2760600150,   87717223,  239407753, 4172865138, 
3427855773, 3487090318, 2032635994, 3801963967, 2298601419, 1698530098, 1870335961, 3053425331, 
1241998211,  144974285, 2047648190, 1748137072, 2187690437, 1415442324,   97182820,  990316797, 
3832429407, 3640268911, 3161033071, 2416775195, 2570084088,  203724264, 3414317951,  419740007, 
1095890390, 3069174016, 2044000154,  821687878, 2186614772, 1188849523, 1840478021, 1243227398, 
3927158304,  442516246, 4160674299, 1559934999,  392624589,  900385497, 1188028638, 2125754737, 
2139248781, 1014321500, 3404481589, 1265956254,  561468294,  431173207, 2847152111, 4057120170, 
2717308271, 3518021828, 3812408152, 1935879742, 2587558011, 3059806397, 1326409503, 4042480996, 
 326138997,  779039644,  966216254, 3574192172,  511246738,  165690529, 3597090159, 2137410215, 
1308307526,  977063466, 3260435165,  935875616, 1443155896, 1619921425, 1540582267, 2739898138, 
1442599111, 2459059728, 2241807817, 1704418491, 2668112458, 2933557847, 2656771082,   58524646, 
3024386648, 1308747920, 1156005448, 1020434647, 3905926393,  262326854, 2190720483, 1482203170, 
2233574865,  782769172, 4233260075, 3362864384, 1909211269, 2231095888, 1730727249, 2786296730, 
1476563908, 1519981163, 3467943645,  752659689, 1899112129, 3471029888, 3844914817,  539418622, 
 575654270, 4121648541, 1676863468, 1656307319, 3806010585, 1255859943, 4070393912,  782026917, 
1596081860,  305184871, 3604997939, 2515402002,  332354963,  575848035, 1368978153,  407152106, 
3549599543, 3607758992, 4109942686, 2867642950, 3997011431,  893092341,  498986937, 3138620823, 
2815240550, 1607404127, 2371797933,  161489192, 1925163349,  139710840, 2156564627, 4105160297, 
2621813740, 2444969822,  458306392, 1028447012,  881007275, 4194802911,  657377589, 2835844919, 
 827738127, 1295086496, 1951004037, 2084519297, 2363570680, 1220037710, 1463860228, 3164146061, 
4069473662, 1793320124, 2314659041,  329052792, 4203199474, 3115619602, 1438248237, 1135378653, 
 914942735,   28864436, 2746649319,  376226166, 1234083945,  792183096,  563909579, 3926466603, 
3407826023, 2966830352, 1246610602, 2560462619, 2902644393, 1006671146, 4207236053,  469657432, 
 519187203, 1927837363, 4081766544,  479158764, 3653375358, 1450884075, 1424088753, 2287479756, 
3581971308,  566958375, 3432367034, 3908608260,  491729947, 1930737275, 2653910491, 3318106546, 
3335336183, 3248357577, 4144329021,  829743787, 3841741733, 1262650199, 1478049349, 3362463292, 
2443562309, 2192912284, 1511825132, 2092673834, 1958479488, 3730418893, 4195188200, 3620976854, 
2554834196, 3027079728,  322042095, 1509294115, 3578162167,  683884423, 3462254836, 3686026451, 
2421453389,  618614695, 1803032172, 2017452473, 2656917628, 3143031352,  740035346, 1113245038, 
1157017560, 3973261317, 2886881121, 2839862366, 2994357692, 2818668459,  152742074, 3273765270, 
1789220221, 2218749048, 2333260066,   80051413,  768036138,  805512138, 2608064237,  605846594, 
1873728396, 3256657805, 3719995262, 1778774868,  854439528, 2494503427,  664671242,  553265152, 
3616067130,  282482507, 2640155698, 3239788073, 3671878669, 1225191253, 3658608444, 3499980304, 
4084905129,  324610189, 2694435777,  537572579, 3550413281, 1643133822, 2859487738,  912586030, 
4150712096,  551717821, 3581971723, 2459263258,  815644585, 1672616784, 1260557222,  358067681, 
3959887428, 3388588304, 2262830492, 3174169083, 3642207642, 2829260657, 3908604586, 1103214699, 
1502897484, 1867866219,  331235729,  154610931, 2764044337, 3703842023, 3413422984, 1673411425, 
2167074386, 2835510640, 3735379853,  895681103,   82691126, 2765035842, 3635289931, 2075037457, 
 142672327,  236910076, 2959302777,  374630646, 3884373693, 1155288563, 2274876181, 3847932512, 
4219813364, 3904910485, 1275220456,  708309544, 3708685910, 3548420301, 1183948097, 2974070896, 
4217521977, 3835404341, 4175369403, 3264106712,   35762350, 2608016967,  127032657, 1890414796, 
  28926595, 2557059385, 1273572249, 2224907133, 4252612720, 3133580598,  964214369, 1304686307, 
 299826205, 3171641190, 1449573036, 1586349888,  806783214, 4160613028, 1483115237, 1697426102, 
3200064901,  161168939, 1924732544,  125874682, 2931766068, 1557760214, 4188740397,  268973112, 
 292789102, 1005007562,  312997756,   39431211, 4087632009, 3985124870, 3746524854, 2241735085, 
2951818374,   11760404, 1906629565, 1349646577, 2176361252,  122202925, 3653883858, 1125293272, 
 754291235, 3472009753, 2588482755, 3005261489, 1315815676, 4158018791,  539710447, 4271365051, 
2320997116,  782905426, 3166814717,  755090715, 1539357548, 2753506396, 3247894934, 2145156367, 
1083675345,   49581260, 3180315725, 2519829169, 1700363779, 1767595735, 4284349786, 2253838159, 
2546144497, 1692730182, 3541128713, 2917325524, 3546226870, 3888600929, 1385096037,  737514474, 
2950421458, 2285935025, 1514913467, 2652905598, 2616546439,  579205827, 2332184996,  723439160, 
3202729423,  688080541, 2743091336, 2696806688, 3038556075,  623603136,  318511889, 1320775882, 
1728196287, 3153556483,  132297896, 2803822679, 3122319009, 4176823088, 3094245125, 2980286653, 
1355013897, 2821953882,   35748939, 3831383145, 2924975261, 2237987262, 2461710728, 1709573513, 
 599379714, 3659510100, 4216961825, 2871589600, 2566643395,   92326902, 2278107812, 2479090499, 
 909349821, 4112163238, 4270767480, 4233186511, 4028299295,  726396680, 3564402149,  664785621, 
1850567438,  956159823, 3691041604, 3272510985, 3395866737, 3624155268, 2137226790, 2897310904, 
2874928186, 1278937800, 2374391833, 2626982910,  530117620,  927595903, 1854460934, 1718123302, 
4093478236, 1036994098, 3307804717, 3580527717,  341914541,  515046156, 2392737201, 4135554919, 
1555179476, 4283546044, 1288072137,  163125596, 4204543964,  701157041, 2447721347, 2273544320, 
4065582538,  477553659, 2083668534, 3603705679, 2348744946, 3622046224,  910945645, 3308542284, 
1820054776, 3192800799, 1928004343, 4164676899, 2755065730, 1891736218, 1103207162, 2781975370, 
2770093197, 1010138115, 4102279538, 3461449999, 2540286211, 2277929245,  567445146, 1267321693, 
1627591921,  486411081,  686182847, 3667397849, 2040474146, 3654071173, 1883445990, 1940122773, 
2513312433, 1380856156, 2487415913, 2648271894, 1198557331, 1222142270, 2722171018, 3438196982, 
